iter	RMSE
460	0.01323070102
461	0.01316270209
462	0.01306041876
463	0.01302122252
464	0.01292192253
465	0.01283217163
466	0.01274065979
467	0.01270696888
468	0.01262255272
469	0.01255753669
470	0.01247147706
471	0.01242397041
472	0.01237219108
473	0.01229348219
474	0.01219509892
475	0.01215323357
476	0.01208402963
477	0.01204320356
478	0.01196452097
479	0.0119056708
480	0.01187057124
481	0.01180735187
482	0.01172510507
483	0.01164420785
484	0.01156768913
485	0.01151782251
486	0.01150679027
487	0.01147986216
488	0.01141183058
489	0.01132070736
490	0.01129448442
491	0.01126458144
492	0.01124063968
493	0.01118309851
494	0.01114853564
495	0.01108756527
496	0.01101262638
497	0.01100256113
498	0.01095370708
499	0.01088391735
500	0.01085457738
501	0.01082190006
502	0.01075340559
503	0.01068705859
504	0.01060771887
505	0.01058859485
506	0.0105245666
507	0.01049273274
508	0.01043866694
509	0.01039260504
510	0.01032693557
511	0.01026650208
512	0.01023351284
513	0.01015953926
514	0.01011873985
515	0.01009559572
516	0.01002636335
517	0.009972738922
518	0.009937991892
519	0.009886571978
520	0.009871352832
521	0.009818233614
522	0.009782837156
523	0.009755619851
524	0.009710342385
525	0.009678250863
526	0.009636411662
527	0.009616003409
528	0.009582102878
529	0.009546202754
530	0.009488742192
531	0.009437082208
532	0.009420641121
533	0.009380148215
534	0.009343896379
535	0.009327285054
536	0.009310585375
537	0.009261230418
538	0.009229160178
539	0.009191638887
540	0.009140429113
541	0.009084186462
542	0.009037954416
543	0.008980803465
544	0.008953526065
545	0.008920964617
546	0.008873768768
547	0.008842857653
548	0.008815921778
549	0.008793959754
550	0.008735414969
551	0.008721371882
552	0.008673610939
553	0.008652626219
554	0.008631264929
555	0.008572155187
556	0.008521945729
557	0.008476143143
558	0.00842788544
559	0.008395974919
560	0.008349679351
561	0.008336636305
562	0.00831453892
563	0.00830220008
564	0.008255210443
565	0.008236967114
566	0.008224174507
567	0.008172686969
568	0.008136125427
569	0.008124196143
570	0.008110639751
571	0.008062857299
572	0.008038879799
573	0.008018407541
574	0.008012973791
575	0.007972905848
576	0.007936834203
577	0.007925404117
578	0.007901998975
579	0.007862318225
580	0.007829712639
581	0.007806059469
582	0.007785403966
583	0.00774137468
584	0.007693426084
585	0.007647265424
586	0.007617336466
587	0.007589091513
588	0.007574960722
589	0.007558347904
590	0.007522952766
591	0.00750457256
592	0.007462760982
593	0.00743538583
594	0.007388912591
595	0.007371518946
596	0.007362599807
597	0.007332219028
598	0.007317442362
599	0.007285334124
600	0.007270957636
601	0.007242928258
602	0.007208050202
603	0.007180149594
604	0.007160695049
605	0.00712066775
606	0.007086018219
607	0.007052307804
608	0.007036077204
609	0.007005918565
610	0.006989409446
611	0.006958954565
612	0.006932625231
613	0.006903265697
614	0.006875639108
615	0.006834731719
616	0.006818870469
617	0.006784850755
618	0.006773234678
619	0.006739277023
620	0.006715302979
621	0.006699674513
622	0.006655778328
623	0.006638072365
624	0.006621568602
625	0.006577270151
626	0.006549718675
627	0.006538883788
628	0.006526387164
629	0.006496905399
630	0.00645523012
631	0.006426946069
632	0.006416719964
633	0.006397033791
634	0.006391170228
635	0.006366769286
636	0.006349292543
637	0.00633470576
638	0.006326865117
639	0.006299709438
640	0.006278370023
641	0.006258024255
642	0.006233639878
643	0.006219690354
644	0.006203221116
645	0.006181245811
646	0.006143080101
647	0.006104217527
648	0.006094224101
649	0.00606180032
650	0.006034807144
651	0.00602183687
652	0.006009945964
653	0.005985397075
654	0.005947650561
655	0.00591653607
656	0.005909757986
657	0.005888956562
658	0.005880997845
659	0.00585515653
660	0.00582609824
661	0.005799007962
662	0.005767509661
663	0.005761422594
664	0.005736908862
665	0.005701400499
666	0.005671401395
667	0.005662175364
668	0.005638645044
669	0.00562266637
670	0.005605962676
671	0.005593303025
672	0.005578604987
673	0.005550835231
674	0.005503433095
675	0.005494646896
676	0.005472027417
677	0.005451915883
678	0.005435134439
679	0.005404714422
680	0.00539949289
681	0.005386055535
682	0.005347085591
683	0.00533865648
684	0.005332444079
685	0.005307376519
686	0.00528405834
687	0.005252427743
688	0.005243974771
689	0.005218141233
690	0.005207927328
691	0.005179395357
692	0.005158227134
693	0.005136777645
694	0.005127462412
695	0.005111184061
696	0.005091233439
697	0.005084736072
698	0.005072726223
699	0.005053364122
700	0.00502538017
701	0.005003834719
702	0.00499956039
703	0.004980957215
704	0.00497035268
705	0.004966682349
706	0.004936582966
707	0.00491473014
708	0.004910854004
709	0.004893143611
710	0.004883987496
711	0.004865042652
712	0.004854788243
713	0.004844411665
714	0.004840986767
715	0.004819822547
716	0.004795942769
717	0.004784414008
718	0.004754886411
719	0.004746138373
720	0.004728576857
721	0.004702874766
722	0.004673754211
723	0.004663038862
724	0.004649682832
725	0.004632818511
726	0.004612752378
727	0.004599986217
728	0.004596837284
729	0.004587588976
730	0.004578709961
731	0.004558872824
732	0.00454201351
733	0.004527847332
734	0.004499937766
735	0.004483490051
736	0.004461572228
737	0.004456878037
738	0.004438684531
739	0.004417044283
740	0.004411713085
741	0.004400502633
742	0.004381037284
743	0.004363600191
744	0.004336527494
745	0.004327950176
746	0.004324263592
747	0.004304691009
748	0.004289417188
749	0.004263485333
750	0.00424499218
751	0.004226738823
752	0.004215430901
753	0.00421116437
754	0.004208592965
755	0.004191515481
756	0.004176824928
757	0.004158401158
758	0.004156452336
759	0.004148338549
760	0.004138684594
761	0.00413507028
762	0.004121855801
763	0.004103345381
764	0.004084939376
765	0.004078365925
766	0.004055070014
767	0.004049900677
768	0.004032410742
769	0.004013404793
770	0.003988208131
771	0.003963171129
772	0.003949357665
773	0.00393026004
774	0.00391824534
775	0.003902512092
776	0.003889696301
777	0.00387637245
778	0.00385370231
779	0.00383775918
780	0.003822987082
781	0.003813960402
782	0.003808165878
783	0.00379087632
784	0.003766116106
785	0.003757155325
786	0.003735937778
787	0.003714644518
788	0.003699469874
789	0.003690309951
790	0.003682767055
791	0.003660192393
792	0.003644173503
793	0.003634910619
794	0.003617328126
795	0.003603633817
796	0.003596951222
797	0.003586873794
798	0.003581444047
799	0.003565951332
800	0.003549682279
801	0.003540509882
802	0.003538213092
803	0.003524335724
804	0.003503344194
805	0.003495400348
806	0.003485828258
807	0.003477902916
808	0.003469691168
809	0.003458410307
810	0.003446784254
811	0.003444837489
812	0.003434978857
813	0.003433672212
814	0.003420679902
815	0.003407115463
816	0.003404815443
817	0.003390334884
818	0.003377301644
819	0.003374733861
820	0.003358665316
821	0.003346971548
822	0.003341127303
823	0.003333304669
824	0.003325983143
825	0.003324134753
826	0.003317548641
827	0.003308783503
828	0.003294431436
829	0.003282980434
830	0.003267584751
831	0.003265551613
832	0.003253145724
833	0.003240205985
834	0.003234002248
835	0.003216098067
836	0.00321434099
837	0.003211083136
838	0.003202679914
839	0.003188065206
840	0.003172640463
841	0.00316326115
842	0.003155494033
843	0.003149446954
844	0.003140696257
845	0.003124283415
846	0.003122417778
847	0.003102551143
848	0.003101138633
849	0.003090470908
850	0.003074530157
851	0.003061687897
852	0.003058778135
853	0.003051690873
854	0.003035760847
855	0.00301750512
856	0.003012414082
857	0.003004550707
858	0.002991840749
859	0.002976123485
860	0.002964367181
861	0.002944734303
862	0.002939632925
863	0.002933588344
864	0.00291816032
865	0.002895935026
866	0.002876161241
867	0.002873830383
868	0.002851136705
869	0.002844995141
870	0.002830146434
871	0.002828288417
872	0.002817491728
873	0.002812863104
874	0.002808650935
875	0.002788200502
876	0.002772604079
877	0.002762445274
878	0.002750467531
879	0.002739643042
880	0.002735539445
881	0.002716781365
882	0.002703210774
883	0.002695611255
884	0.002686266302
885	0.00267091239
886	0.002665532156
887	0.002659031453
888	0.002646460058
889	0.002642204094
890	0.002638125697
891	0.002635887028
892	0.002617762096
893	0.002605512499
894	0.002602515696
895	0.002593092461
896	0.002591158676
897	0.002583142911
898	0.002570272137
899	0.002564153579
900	0.002557484766
901	0.002555927433
902	0.002553800019
903	0.00254501063
904	0.002537801956
905	0.002524734551
906	0.002518699868
907	0.002504238487
908	0.002494366505
909	0.002489942435
910	0.002472390849
911	0.002458872037
912	0.002446470361
913	0.002436002172
914	0.002435116831
915	0.002429843621
916	0.002421535303
917	0.002412723683
918	0.002411775894
919	0.00240236424
920	0.002398117857
921	0.002389297498
922	0.00238660398
923	0.002377680292
924	0.002376265878
925	0.002366870895
926	0.002353770247
927	0.002351972929
928	0.002346920184
929	0.002333878972
930	0.002327139509
931	0.00232115531
932	0.002316555041
933	0.002311230895
934	0.002302940435
935	0.002299155017
936	0.002285618143
937	0.00227611109
938	0.002266273272
939	0.002255613794
940	0.002252148652
941	0.002250959153
942	0.002237051188
943	0.002227722876
944	0.00222524649
945	0.00222352995
946	0.002209993434
947	0.002198382567
948	0.002188557927
949	0.002186525999
950	0.002176767629
951	0.002173135014
952	0.002171110357
953	0.002169764949
954	0.002167317755
955	0.002157800886
956	0.002149755872
957	0.002147832733
958	0.002141187434
959	0.002130440856
960	0.002121791125
961	0.002120249592
962	0.002109102284
963	0.00210731077
964	0.002098842091
965	0.002090715742
966	0.002084338369
967	0.002082647977
968	0.002070433554
969	0.00206884167
970	0.002057650174
971	0.002050894174
972	0.002043971589
973	0.002039969885
974	0.002037931895
975	0.002034928641
976	0.0020324673
977	0.002029145321
978	0.002018100499
979	0.0020148377
980	0.00200650188
981	0.002002636337
982	0.001993926654
983	0.001992338924
984	0.001990146944
985	0.001980335059
986	0.001973633554
987	0.001965997917
988	0.001965034922
989	0.001957097368
990	0.001946948776
991	0.001940331414
992	0.001930714041
993	0.001928881008
994	0.00192403698
995	0.001919371813
996	0.00190904446
997	0.001900427
998	0.001898724626
999	0.001891678939
